#{"t_start": 1585925231.215345, "env_id": "SoftReacher-v0"}
r,l,t
-15.813273,4,550.605431
-66.333042,7,551.008426
-91.290722,9,551.58608
-20.406761,1,551.667193
-21.101985,1,551.728055
-147.274841,11,552.604547
-22.679014,6,553.064533
-33.091031,5,553.531573
-50.593909,4,553.893148
-68.11847,9,554.584172
-66.602242,4,554.948982
-23.963004,3,555.138177
-98.319027,7,555.719348
-61.907827,3,556.012116
-90.423115,12,557.068767
-42.111141,2,557.212679
-44.898299,5,557.636937
-186.15015,11,558.605015
-16.765756,1,558.673869
-165.517744,12,559.705613
-34.668983,2,559.851424
-156.88312,9,560.744247
-33.354109,2,560.890451
-81.685809,5,561.23614
-104.405231,5,561.600051
-63.417675,3,561.816446
-86.645408,6,562.242747
-85.614385,4,562.522302
-123.182102,7,563.038109
-133.060651,8,563.801225
-150.742589,7,564.363508
-56.545534,11,565.153439
-140.432367,13,565.994755
-119.913786,12,567.0954
-165.229174,16,568.479686
-11.55681,2,568.611659
-50.990446,4,568.900388
-28.195891,5,569.241952
-99.249083,5,569.601355
-55.557972,6,570.031221
-21.539981,1,570.074369
-30.551656,4,570.279716
-52.822774,5,570.580396
-40.367205,2,570.699102
-84.240262,10,571.438973
-19.399286,2,571.559285
-64.194191,6,571.907407
-41.984816,2,572.020687
-120.791929,7,572.543514
-99.901072,7,573.019348
-16.259718,6,573.416607
-31.307147,4,573.645794
-15.771632,6,574.016204
-92.44754,11,574.827391
-16.776093,1,574.883732
-26.116921,3,575.068118
-11.483478,1,575.127115
-119.251004,11,575.822685
-80.213168,9,576.513602
-82.826337,4,576.748366
-7.729566,2,576.840342
-20.344982,1,576.933206
-89.031088,7,577.404166
-15.727909,1,577.486098
-73.658621,9,578.028494
-83.908965,4,578.267728
-129.893411,12,579.117385
-12.75413,1,579.176711
-30.080768,2,579.30079
-59.354624,3,579.479278
-42.277195,2,579.633666
-74.006783,10,580.225663
-31.152858,3,580.401566
-88.143305,7,580.902309
-138.063251,8,581.42678
-84.829503,4,581.670492
-62.150177,3,581.886787
-181.592394,13,582.759362
-102.03042,7,583.257365
-9.495706,1,583.336959
-79.352156,7,583.850871
-58.995422,3,584.038599
-120.67424,6,584.501429
-74.860801,9,585.125932
-67.438799,9,585.743653
-58.953412,8,586.312214
-24.978647,6,586.665625
-73.139962,7,587.131386
-40.162128,2,587.222995
-33.651839,2,587.336909
-20.300105,1,587.393646
-55.6375,4,587.616074
-59.982149,3,587.76812
-46.074791,5,588.055791
-7.105352,1,588.111783
-94.704959,12,588.974352
-64.263351,6,589.339919
-41.100793,3,589.509693
-152.593981,7,589.998958
-142.646325,11,590.784062
-10.643735,4,591.007376
-9.033645,1,591.043518
-16.015029,2,591.163399
-105.767084,8,591.661424
-44.603162,6,592.037069
-131.200846,6,592.395616
-96.143326,7,592.803369
-14.036068,3,592.990716
-62.496693,9,593.665141
-201.914531,10,594.601595
-109.873529,6,595.198016
-94.562079,5,595.628372
-34.006389,5,596.011792
-21.156624,1,596.078109
-60.613927,3,596.279603
-21.01889,1,596.3492
-56.689739,3,596.487841
-29.716007,2,596.600954
-44.219173,5,596.952471
-8.766326,1,597.019935
-123.742824,6,597.465639
-49.68472,3,597.760923
-15.133827,1,597.869586
-57.049965,8,598.466645
-42.496157,2,598.581504
-101.969373,13,599.497504
-26.141905,2,599.606449
-130.589937,7,600.090067
-19.527052,1,600.143913
-84.875765,4,600.330055
-67.546166,3,600.54847
-38.763388,2,600.684127
-6.752662,1,600.741187
-158.511732,8,601.314513
-42.301528,3,601.525414
-93.048247,11,602.228967
-149.985196,11,602.991638
-19.845687,1,603.049589
-74.0573,4,603.278406
-56.974057,5,603.591974
-34.233235,2,603.770263
-65.240354,4,604.044015
-150.616669,8,604.555812
-42.269705,2,604.662819
-45.636536,5,604.952861
-111.445845,10,605.688189
-173.105258,13,606.521356
-153.18985,8,607.079861
-84.395617,5,607.427516
-9.989202,1,607.486593
-73.290634,4,607.790548
-41.552971,2,607.884766
-35.580468,2,608.002056
-45.074199,2,608.119464
-17.237061,2,608.235834
-148.552364,7,608.717706
-127.82076,9,609.411283
-187.214378,10,610.002983
-57.668754,4,610.283867
-73.225733,9,610.935826
-127.005809,10,611.585108
-22.330385,3,611.783492
-50.45756,3,612.024744
-135.326483,8,612.579952
-57.261819,7,613.063141
-131.635603,8,613.644261
-126.437298,14,614.670169
-135.128353,13,615.604393
-106.815992,5,615.931986
-35.02666,4,616.184026
-79.904131,5,616.514161
-64.893231,5,616.802807
-67.462734,10,617.454853
-191.975244,13,618.367971
-68.524978,4,618.612405
-127.096845,7,619.059393
-119.222361,13,619.987366
-37.922975,8,620.543236
-116.25453,11,621.289768
-96.054712,11,622.001849
-6.88273,1,622.058391
-105.694483,10,622.753507
-44.148287,2,622.865022
-25.561961,7,623.269575
-118.308283,6,623.674837
-167.824625,14,624.596162
-105.462517,6,624.969107
-61.698771,4,625.281662
-11.493506,3,625.456481
-108.718406,7,625.860043
-130.688055,14,626.779785
-38.112642,7,627.25395
-10.75213,1,627.335007
-75.329622,8,627.897466
-57.197825,3,628.073509
-75.762181,4,628.332612
-114.980793,11,629.145784
-52.293453,9,629.806661
-5.184987,1,629.865735
-53.855863,3,630.062618
-3.502745,2,630.181863
-55.984798,3,630.357505
-80.363427,9,630.996939
-18.81828,1,631.05519
-101.086386,6,631.465372
-133.336176,15,632.542689
-17.035118,2,632.633719
-25.01101,2,632.751565
-25.424969,7,633.192319
-21.166926,1,633.249959
-67.270805,4,633.476047
-88.910083,6,633.84152
-66.408453,4,634.07627
-33.347369,2,634.189492
-19.671809,3,634.31983
-19.061198,1,634.380775
-53.019481,10,635.100843
-4.725822,2,635.257682
-97.384814,6,635.643513
-56.373141,10,636.282487
-40.985707,2,636.373695
-98.712498,5,636.663947
-29.846843,6,637.027812
-15.962277,1,637.104437
-19.255577,1,637.181663
-13.900589,2,637.303232
-14.329489,3,637.509992
-35.185225,7,638.013414
-27.601558,2,638.1785
-108.582092,10,638.91317
-44.164232,4,639.168187
-58.282664,3,639.384321
-136.414992,13,640.270158
-67.47365,3,640.442708
-29.128854,2,640.628376
-15.668585,1,640.690006
-85.530354,4,640.917104
-140.448449,8,641.432069
-74.834439,8,641.949689
-72.925956,5,642.242331
-121.621575,10,642.926954
-23.622975,4,643.108901
-161.711738,12,643.976779
-46.496677,8,644.447784
-40.48489,5,644.736836
-66.442023,5,645.030345
-122.659195,14,645.969471
-82.056332,8,646.516778
-16.750158,1,646.577528
-123.496669,14,647.605746
-17.175374,4,647.881898
-45.93768,8,648.433766
-98.756783,11,649.22109
-31.49475,3,649.396503
-59.42102,10,650.101171
-31.304907,3,650.26008
-20.766158,1,650.316672
-78.051501,5,650.600201
-105.040784,6,650.963747
-53.596992,3,651.192617
-148.892406,15,652.233171
-35.664185,2,652.349892
-73.684119,4,652.645019
-32.818964,3,652.817427
-129.939335,6,653.213142
-78.964538,6,653.644475
-68.548359,6,654.041655
-21.584976,1,654.078068
-105.784837,5,654.48147
-40.733567,2,654.576392
-113.023881,6,654.946626
-52.028657,4,655.206015
-53.823185,4,655.433071
-113.67879,13,656.357537
-147.952167,14,657.388889
-57.495043,5,657.703258
-114.758797,7,658.184652
-98.35112,10,658.849083
-199.957249,13,659.801238
-153.464473,7,660.267554
-45.091513,9,660.826087
-154.352333,14,661.749398
-153.415065,8,662.233624
-99.330229,8,662.781552
-41.630132,5,663.078577
-81.595902,4,663.369926
-84.445298,10,664.061746
-100.958266,7,664.580346
-56.585949,8,665.072503
-40.681116,2,665.213574
-69.519226,11,665.903251
-17.317612,3,666.077411
-142.551104,7,666.501083
-118.967573,6,666.908163
-20.385314,1,667.007477
-8.174672,3,667.188883
-26.871243,4,667.420004
-21.311362,6,667.83339
-100.223296,7,668.41779
-66.320015,4,668.731425
-111.388894,5,669.07371
-71.29592,6,669.450995
-60.172693,5,669.904522
-217.956671,14,670.877573
-48.534734,9,671.489094
-171.983909,13,672.332765
-37.095505,4,672.565917
-54.240176,4,672.796259
-112.978103,13,673.762111
-13.488551,1,673.822707
-95.934777,5,674.152493
-56.769008,3,674.331589
-18.413129,6,674.764354
-92.373464,7,675.199419
-162.990575,15,676.300003
-139.542858,8,676.843346
-29.10707,2,676.959017
-82.053161,4,677.246008
-43.789059,4,677.478745
-89.481401,5,677.804119
-15.511182,2,677.919119
-11.648016,1,677.977148
-92.724153,12,678.822385
-102.949125,5,679.109169
-12.623029,5,679.421044
-52.267257,7,679.886965
-29.778293,3,680.102641
-22.08545,4,680.335866
-15.833135,1,680.395395
-50.024889,3,680.568055
-26.890571,3,680.739044
-21.014546,1,680.775021
-5.838048,4,681.006146
-15.216196,5,681.313618
-18.376509,6,681.726249
-20.146716,2,681.84755
-18.060302,1,681.928175
-146.468746,11,682.733878
-120.186447,6,683.170411
-84.916733,4,683.413723
-4.656015,1,683.473259
-74.966521,5,683.834361
-190.62291,11,684.571938
-139.943794,11,685.337294
-121.079507,8,685.863938
-102.588723,6,686.303209
-99.263627,12,687.082907
-118.762816,6,687.436642
-120.561711,7,687.935319
-33.844629,3,688.106306
-18.780528,2,688.21867
-41.893874,2,688.332917
-20.4249,1,688.387949
-14.769517,1,688.445759
-42.339901,2,688.557725
-16.300406,1,688.618969
-98.07187,8,689.107899
-41.930707,9,689.755233
-149.517418,7,690.185904
-114.938938,9,690.814043
-50.171519,3,690.961113
-61.303894,3,691.112211
-135.173883,15,692.099676
-28.570536,4,692.333863
-13.373932,2,692.447247
-46.922088,3,692.664102
-102.075908,12,693.440023
-127.057727,9,694.001457
-79.966083,9,694.630931
-177.214995,15,695.715967
-20.187025,1,695.75246
-7.564659,2,695.868658
-55.256799,6,696.254478
-107.161353,11,696.973874
-21.777471,2,697.133541
-95.38601,10,697.871221
-14.993973,3,698.029117
-184.537933,13,699.013182
-21.5208,1,699.0708
-131.748821,7,699.570051
-65.86788,4,699.823558
-157.826771,11,700.576875
-67.524012,3,700.752344
-7.693644,1,700.83038
-119.488753,6,701.226234
-97.179123,8,701.706451
-20.451517,2,701.841871
-28.342989,4,702.063179
-141.635526,14,703.095375
-15.985025,1,703.157798
-103.179093,7,703.620644
-51.955528,3,703.817401
-14.795425,1,703.900224
-28.63382,2,704.057643
-45.483087,7,704.532884
-9.670278,1,704.593143
-21.621973,1,704.649037
-86.507995,4,704.837039
-24.254103,2,704.955128
-20.730468,4,705.254622
-133.102714,8,705.730922
-84.81486,6,706.135424
-29.030454,7,706.552255
-18.93248,6,706.916058
-8.984064,3,707.08856
-108.413658,5,707.407611
-30.319076,3,707.583511
-61.503792,11,708.362381
-27.236037,2,708.479803
-33.612204,2,708.59779
-74.535464,8,709.153316
-125.237447,6,709.557326
-20.817245,1,709.613846
-105.010459,5,709.923722
-38.240074,2,710.038551
-85.565166,8,710.531897
-101.278906,11,711.349544
-64.990761,6,711.717798
-110.822618,12,712.619257
-164.308252,14,713.57882
-107.089568,6,713.982602
-139.762675,8,714.556999
-145.919016,9,715.187894
-39.199684,2,715.264013
-3.856322,1,715.35218
-91.208923,11,716.135125
-17.783826,1,716.217885
-6.981988,3,716.392572
-94.688233,12,717.229745
-41.588583,5,717.529592
-136.652222,13,718.399263
-8.5004,1,718.48487
-16.230688,2,718.675173
-49.707179,7,719.142292
-61.789035,5,719.431265
-13.834745,1,719.503853
-70.021574,6,719.950593
-14.291178,2,720.077416
-43.736474,2,720.178984
-7.229537,1,720.243159
-59.885352,7,720.713282
-106.229361,5,721.051788
-17.880946,2,721.21784
-22.497095,1,721.278308
-147.480028,8,721.831674
-93.999181,12,722.643164
-39.725466,2,722.760807
-19.292192,1,722.820193
-39.710379,2,722.98558
-83.491112,4,723.245287
-15.589828,1,723.306555
-123.420687,9,723.912559
-98.143874,6,724.33816
-67.076346,6,724.746417
-68.233645,4,725.050724
-73.34425,5,725.372408
-79.912482,4,725.583182
-99.520007,11,726.408329
-23.57962,5,726.764715
-47.080107,9,727.326181
-116.241344,13,728.316685
-74.456423,9,728.923478
-103.095588,11,729.756176
-113.396384,8,730.296197
-83.060649,5,730.6941
-77.283132,12,731.406939
-82.985263,10,732.074352
-54.314393,6,732.48169
-64.272037,3,732.637427
-61.0117,3,732.840321
-67.154365,5,733.140578
-175.404455,10,733.854582
-63.7478,3,734.005308
-157.854992,8,734.539953
-30.087735,7,735.076974
-66.425139,10,735.753232
-44.49281,2,735.87148
-18.072705,1,735.934701
-56.691659,3,736.178965
-1.854571,1,736.239981
-21.212972,4,736.488145
-36.379812,3,736.674118
-160.374503,9,737.320434
-28.875788,3,737.53238
-87.568831,7,738.048335
-37.299147,2,738.134464
-125.623124,9,738.829468
-88.789671,10,739.568407
-131.918472,11,740.420563
-118.402715,6,740.906791
-145.953484,15,742.007592
-67.715196,5,742.3097
-20.862925,1,742.364799
-67.223284,8,742.898232
-122.862375,6,743.286771
-67.973354,6,743.642154
-16.418784,3,743.796754
-63.340226,3,743.980923
-129.541508,6,744.372967
-17.102261,1,744.459278
-9.953056,13,745.218539
-56.695868,3,745.388145
-33.764351,4,745.686559
-40.268623,2,745.802811
-26.288866,7,746.277167
-18.512845,1,746.318733
-95.089135,12,747.059493
-189.562082,13,748.016504
-5.315659,1,748.077919
-159.879743,8,748.642599
-132.153271,7,749.099897
-70.471325,7,749.503255
-93.417955,9,750.097584
-103.471367,5,750.410773
-15.511777,1,750.492355
-148.89135,7,750.973598
-88.223825,8,751.513125
-26.234375,2,751.710787
-125.782782,7,752.175483
-21.240387,6,752.556002
-80.845308,7,752.961218
-14.071533,1,753.04168
-80.360963,4,753.273942
-67.306668,5,753.564703
-16.506591,1,753.645668
-12.320425,1,753.706345
-13.080139,2,753.819875
-11.20322,1,753.899262
-7.856386,1,753.985434
-65.616581,3,754.204312
-32.993601,4,754.43376
-86.476829,5,754.732416
-131.223654,6,755.125596
-65.20461,3,755.301299
-19.806952,1,755.361488
-133.946674,7,755.831475
-43.545982,2,755.923774
-50.49628,8,756.428506
-40.076939,3,756.612941
-115.810204,8,757.173712
-30.102108,6,757.650579
-102.479129,11,758.492941
-38.793889,5,758.792176
-101.003971,5,759.143173
-11.088918,5,759.476653
-153.637457,9,760.011158
-2.489229,2,760.168812
-99.02294,5,760.501015
-126.694049,12,761.381801
-31.930932,2,761.497324
-102.118351,5,761.820394
-11.449977,4,762.054999
-19.773766,1,762.112959
-135.954081,14,763.103511
-66.591415,10,763.744543
-89.854188,7,764.194702
-23.956276,3,764.386226
-102.069929,5,764.691236
-189.377065,9,765.29312
-129.636443,6,765.666355
-169.553617,8,766.189696
-65.356269,3,766.430438
-84.534089,6,766.796236
-64.493364,3,766.965925
-19.568337,2,767.086945
-145.167722,8,767.599472
-4.163899,1,767.655364
-65.051875,3,767.823053
-10.020138,1,767.901541
-91.255258,6,768.249159
-20.026298,1,768.306665
-81.534948,11,769.07785
-104.863075,13,769.885704
-125.690235,13,770.803212
-107.402397,8,771.345369
-78.183118,5,771.653656
-123.523362,7,772.117497
-80.814517,4,772.436527
-68.758408,7,772.891338
-64.890344,5,773.196528
-45.289922,5,773.491939
-61.047434,3,773.685247
-97.587885,6,774.074413
-39.330895,4,774.28261
-16.085436,5,774.588108
-229.73871,15,775.65297
-84.35863,7,776.094971
-22.827709,1,776.155022
-23.617342,2,776.266703
-36.061866,7,776.738537
-66.601449,7,777.1641
-36.173667,2,777.278897
-111.629852,12,778.167902
-26.533461,2,778.282775
-36.306266,4,778.486214
-64.727314,4,778.742243
-39.137139,5,779.028099
-58.786658,3,779.202382
-9.373634,4,779.432506
-44.965639,5,779.722263
-7.315548,1,779.782521
-12.069783,3,779.953891
-60.041105,9,780.549831
-124.046944,6,780.898171
-11.0469,2,781.011929
-61.926676,3,781.170604
-12.533571,4,781.40519
-90.538153,6,781.812871
-100.948988,7,782.279143
-25.276761,5,782.586955
-21.870173,1,782.640265
-127.72744,10,783.315842
-82.92949,4,783.521023
-145.863052,11,784.300258
-41.708164,2,784.414452
-70.955774,8,784.884886
-71.098859,4,785.170382
-19.82165,1,785.226832
-67.618903,4,785.459546
-62.295583,4,785.687771
-14.664906,1,785.744934
-18.866543,4,785.974398
-28.797456,3,786.14372
-103.20893,14,787.100662
-60.80864,3,787.275789
-20.015191,1,787.365098
-112.441511,13,788.36471
-99.363558,5,788.660048
-9.414404,1,788.698138
-129.924402,7,789.179134
-151.59114,9,789.740066
-117.615615,8,790.33807
-9.723938,6,790.765719
-99.156587,9,791.448954
-160.431356,12,792.225312
-57.957632,4,792.436416
-96.327423,8,793.003459
-30.884173,7,793.407838
-4.291335,2,793.52378
-126.88638,6,793.88635
-56.062572,3,794.064237
-57.523051,3,794.239067
-114.256376,6,794.636945
-25.898303,2,794.749817
-12.218149,1,794.80544
-40.477621,5,795.14787
-11.691298,3,795.322486
-129.57716,7,795.791812
-43.177485,8,796.272621
-83.653362,4,796.538834
-51.35399,5,796.881636
-7.390845,1,797.000556
-96.731591,11,797.750918
-136.977284,13,798.725784
-144.947794,9,799.301598
-41.078225,5,799.62539
-80.956965,7,800.059044
-228.700141,13,801.042763
-6.086408,1,801.103983
-130.375364,7,801.538198
-49.497683,6,801.905262
-42.604404,2,802.025426
-41.094254,3,802.208917
-96.255514,5,802.591657
-15.978765,1,802.699904
-189.53838,13,803.582404
-143.175927,7,804.067276
-16.345034,3,804.250355
-96.477981,7,804.742417
-107.409419,5,805.06586
-109.044503,10,805.716325
-30.312244,4,805.951512
-90.692264,9,806.53808
-159.793889,8,807.054355
-57.453342,3,807.224159
-67.38519,7,807.697179
-36.457469,3,807.881598
-6.908222,1,807.938027
-33.007081,2,808.051548
-43.309758,2,808.172374
-70.314136,7,808.601589
-145.871883,11,809.407656
-35.968371,6,809.805112
-29.336721,5,810.113872
-113.950868,10,810.772627
-119.630317,11,811.492804
-20.00443,2,811.621483
-33.241616,2,811.749019
-5.112028,4,811.979509
-33.880528,3,812.164382
-48.407023,7,812.672042
-30.997245,2,812.794683
-48.305136,3,812.980385
-56.90337,10,813.736575
-12.821337,2,813.835179
-123.913121,10,814.632988
-71.757079,6,815.034307
-30.648887,2,815.158144
-107.344259,5,815.473151
-151.014716,15,816.540344
-21.176844,7,817.083508
-10.539783,3,817.2555
-16.475375,5,817.573379
-89.612991,11,818.28368
-1.34003,1,818.340756
-8.891606,1,818.402513
-185.438921,13,819.361836
-20.081052,1,819.421792
-12.119664,1,819.481836
-21.033329,4,819.716242
-21.508261,1,819.771558
-15.024582,1,819.872799
-31.250856,2,819.991314
-20.759014,1,820.050518
-124.479204,6,820.440449
-55.100501,6,820.817346
-56.565204,9,821.465443
-79.386668,4,821.72491
-46.665112,3,821.949357
-37.084554,5,822.287635
-143.052652,14,823.27008
-16.421023,1,823.351583
-8.992208,2,823.471111
-143.189186,7,823.925727
-102.350563,11,824.635507
-66.559533,3,824.835749
-65.769733,5,825.145378
-7.736367,2,825.262384
