#{"t_start": 1585925231.215345, "env_id": "SoftReacher-v0"}
r,l,t
-19.835685,1,3758.271779
-20.634112,1,3758.304562
-134.155728,15,3759.228832
-79.229572,5,3759.474333
-43.779495,5,3759.814905
-63.357517,3,3760.012388
-81.935697,11,3760.642498
-59.332032,5,3761.021282
-141.543763,8,3761.57072
-70.361054,4,3761.759365
-10.617077,1,3761.808076
-10.235326,12,3762.249364
-57.729005,9,3762.676327
-35.443005,2,3762.753772
-19.654519,2,3762.886195
-55.088926,3,3763.073513
-120.806431,6,3763.425829
-25.429361,9,3763.866504
-76.433537,4,3764.071607
-77.468757,10,3764.746431
-49.240716,6,3765.137837
-147.995459,12,3765.750459
-25.523419,6,3766.10456
-51.065423,4,3766.297256
-85.337348,4,3766.522052
-68.827822,8,3766.966456
-142.10161,10,3767.661511
-60.565255,4,3767.857817
-126.186862,7,3768.365294
-84.702347,5,3768.683837
-36.312034,2,3768.778324
-34.48373,2,3768.875665
-111.757594,12,3769.628311
-17.409242,1,3769.673633
-16.992696,1,3769.74292
-98.595538,10,3770.453944
-67.994468,9,3771.018304
-17.132446,1,3771.065952
-10.205241,4,3771.280723
-22.456936,2,3771.378172
-16.277336,1,3771.426887
-12.042466,7,3771.914355
-58.321338,11,3772.588105
-51.490338,3,3772.773908
-129.811308,8,3773.218385
-38.806128,2,3773.318871
-30.080065,6,3773.704533
-23.221843,5,3774.015465
-35.523353,3,3774.152626
-54.021468,3,3774.409055
-33.127819,4,3774.61913
-14.240876,1,3774.686552
-73.606463,4,3774.907339
-15.862524,1,3774.958577
-14.850618,1,3775.010898
-21.3645,1,3775.076426
-131.46152,6,3775.378353
-40.602833,2,3775.477305
-21.840517,6,3775.806068
-12.847139,1,3775.854258
-73.66143,9,3776.507378
-69.501305,8,3776.948773
-126.201703,7,3777.450043
-99.259443,8,3777.901862
-96.172447,11,3778.584001
-117.647607,7,3779.072046
-154.41875,9,3779.521878
-24.379068,2,3779.60081
-42.185895,3,3779.797633
-131.906493,7,3780.162292
-83.36552,4,3780.421567
-90.814592,9,3780.952237
-41.176318,5,3781.19875
-124.51305,6,3781.527411
-102.211864,5,3781.792807
-59.98655,9,3782.249251
-8.609551,1,3782.324964
-42.747227,9,3782.854087
-20.723898,2,3782.953635
-22.466054,1,3783.00335
-34.094976,3,3783.221517
-12.598132,1,3783.266999
-21.205491,1,3783.317306
-19.943949,1,3783.3841
-63.865852,3,3783.596849
-80.234454,7,3783.939181
-125.108101,7,3784.282474
-16.541921,1,3784.349315
-59.014204,3,3784.49738
-56.360291,3,3784.642289
-11.680954,3,3784.792648
-26.642311,2,3784.889605
-64.788225,10,3785.38541
-6.421534,4,3785.592337
-30.42902,6,3785.889287
-41.848617,3,3786.117827
-55.432799,5,3786.465818
-9.96675,4,3786.660027
-70.981727,4,3786.856483
-49.25934,10,3787.357389
-113.493558,6,3787.645164
-138.510275,8,3788.098175
-77.747417,5,3788.360617
-19.576811,1,3788.393803
-84.974236,12,3788.987888
-73.502562,13,3789.764101
-48.766053,5,3790.025099
-36.130938,7,3790.434282
-172.71132,9,3790.906831
-87.927797,4,3791.140103
-12.263518,2,3791.238371
-13.861024,1,3791.287843
-126.716008,12,3791.948818
-17.845534,2,3792.077218
-11.75371,2,3792.172807
-6.748249,1,3792.238903
-19.425693,1,3792.30257
-124.76934,8,3792.742242
-20.358598,1,3792.788138
-36.355718,3,3792.998164
-49.095125,4,3793.190521
-21.470916,1,3793.221137
-116.977039,10,3793.861895
-58.212169,4,3794.122921
-52.814371,4,3794.383034
-40.62805,3,3794.570991
-17.549853,1,3794.635322
-105.447741,7,3794.969041
-46.612404,5,3795.204983
-63.198837,3,3795.381646
-83.302163,4,3795.571709
-28.589964,2,3795.665732
-28.016135,6,3796.076628
-157.039509,8,3796.559021
-48.156423,5,3796.885242
-21.072012,1,3796.935435
-108.185953,9,3797.463172
-63.398516,6,3797.7694
-30.000137,2,3797.90017
-40.475813,2,3798.014244
-16.358757,1,3798.060973
-54.938998,10,3798.648355
-82.666689,10,3799.326517
-37.305691,6,3799.618129
-147.385402,7,3800.020565
-106.69723,6,3800.36494
-56.610581,5,3800.625962
-22.660583,2,3800.786242
-52.35537,11,3801.418747
-15.439998,3,3801.629368
-82.180994,11,3802.274169
-46.205845,3,3802.418257
-43.939859,4,3802.612675
-158.586781,13,3803.323287
-35.332739,7,3803.717366
-30.78139,3,3803.858062
-44.527673,2,3803.951149
-132.740071,7,3804.361364
-20.275338,2,3804.495732
-19.670827,1,3804.543601
-70.288852,10,3805.148685
-40.408065,2,3805.245246
-32.791904,2,3805.357002
-58.682038,4,3805.566174
-102.454785,12,3806.36433
-55.587957,10,3807.059613
-59.005471,3,3807.20509
-9.852505,1,3807.252992
-129.239542,6,3807.583579
-15.890499,2,3807.718924
-75.13594,4,3807.98458
-14.941701,2,3808.120481
-20.525372,1,3808.152182
-11.337527,1,3808.218143
-33.721418,2,3808.350359
-40.173596,4,3808.592364
-49.983757,10,3809.176686
-71.622013,5,3809.420231
-48.591544,4,3809.612096
-44.503374,2,3809.746384
-70.515434,5,3810.080439
-40.874924,5,3810.379923
-147.91041,8,3810.791999
-45.405685,2,3810.912255
-12.332038,1,3810.945362
-10.56545,1,3810.977062
-74.034304,4,3811.191316
-19.18368,4,3811.416559
-107.973128,5,3811.668563
-44.280126,7,3812.015285
-14.519244,3,3812.2241
-14.698494,1,3812.270705
-24.945794,2,3812.364727
-130.160864,9,3812.854104
-34.40229,2,3812.949181
-92.809476,8,3813.347961
-111.822816,5,3813.600729
-51.257861,6,3813.982096
-138.026312,13,3814.720476
-24.192297,3,3814.93003
-20.806612,1,3814.993422
-170.622002,9,3815.507743
-65.369039,3,3815.619264
-80.936777,4,3815.843066
-83.896291,4,3816.080244
-19.705253,1,3816.145572
-122.545668,6,3816.469107
-67.645256,4,3816.662238
-70.665167,4,3816.856496
-12.207406,2,3816.937016
-28.50972,3,3817.082726
-13.653574,1,3817.130069
-67.164828,9,3817.56262
-50.299223,3,3817.706822
-104.385049,9,3818.225849
-38.012368,8,3818.667513
-39.968797,2,3818.800576
-58.320267,3,3819.009682
-37.91089,2,3819.101965
-21.28766,1,3819.148328
-41.994533,3,3819.327842
-19.998939,1,3819.383794
-4.340674,1,3819.413692
-68.322296,9,3819.933314
-37.822186,2,3820.035192
-8.689496,1,3820.107982
-17.711888,1,3820.179971
-66.16817,4,3820.370092
-20.084294,1,3820.414947
-19.810206,1,3820.478997
-22.969714,1,3820.527406
-50.756716,3,3820.652847
-103.340843,13,3821.331064
-50.015623,4,3821.545191
-99.148043,6,3821.932724
-155.874695,12,3822.648032
-20.03108,1,3822.677842
-71.093425,7,3823.016407
-10.383418,4,3823.207092
-41.847332,2,3823.303625
-78.365754,8,3823.83724
-139.902198,7,3824.188358
-54.420586,3,3824.330827
-33.429575,2,3824.432254
-64.004393,3,3824.579635
-21.775771,2,3824.67823
-27.210671,2,3824.809344
-18.942525,1,3824.857364
-70.984306,4,3825.132632
-80.339709,4,3825.329905
-22.616615,3,3825.475096
-118.495168,7,3825.832686
-128.456533,8,3826.252945
-28.476456,2,3826.352459
-93.811031,6,3826.646086
-11.557379,2,3826.742316
-82.283259,4,3826.951608
-29.623181,9,3827.44094
-18.091645,1,3827.506356
-124.865138,7,3827.954714
-148.742932,17,3828.972947
-65.913395,5,3829.32976
-98.536903,6,3829.63524
-84.690381,4,3829.822846
-50.994069,3,3829.965662
-24.803828,7,3830.353531
-60.555999,6,3830.666894
-43.682317,2,3830.819911
-7.39068,1,3830.868961
-133.70695,9,3831.468311
-137.495236,9,3832.102415
-32.411865,6,3832.430389
-41.206641,6,3832.756268
-63.059715,3,3832.89965
-115.485326,8,3833.436947
-101.122225,5,3833.717419
-18.068429,2,3833.850256
-19.681313,1,3833.898303
-11.96088,1,3833.965383
-19.158261,2,3834.111487
-70.011351,5,3834.41781
-12.76373,1,3834.468071
-53.477802,5,3834.720912
-81.61464,7,3835.137215
-4.340825,1,3835.186139
-32.523932,2,3835.264761
-22.25764,1,3835.331096
-89.590473,5,3835.575382
-16.800621,1,3835.605992
-14.840908,1,3835.67305
-40.560827,3,3835.883579
-41.283642,2,3836.012943
-104.531004,7,3836.394903
-64.852875,10,3836.980943
-28.045399,5,3837.248917
-67.168272,6,3837.575973
-83.427269,4,3837.766804
-58.430371,7,3838.186816
-96.950613,11,3838.77599
-10.682222,1,3838.843442
-21.757803,1,3838.907645
-54.005139,3,3839.049767
-81.702545,4,3839.247596
-103.827307,5,3839.512268
-78.708023,4,3839.7046
-27.816033,7,3840.074426
-11.569102,2,3840.170501
-15.035095,6,3840.527311
-63.800297,3,3840.688348
-84.83846,4,3840.899532
-112.904914,10,3841.559295
-31.126658,3,3841.682412
-13.554222,1,3841.750745
-121.280342,7,3842.210324
-101.069315,6,3842.634221
-71.532322,4,3842.8318
-8.727497,4,3843.082237
-82.427114,10,3843.632271
-67.935677,5,3843.879191
-111.499097,6,3844.239917
-62.113623,3,3844.389592
-63.224681,5,3844.643164
-19.441378,2,3844.743746
-69.335117,6,3845.103367
-20.004045,6,3845.499592
-93.768186,5,3845.747472
-18.197478,4,3845.949481
-17.504506,1,3846.021181
-5.139598,1,3846.054439
-60.710309,6,3846.411018
-18.387874,1,3846.460348
-20.991353,3,3846.60506
-56.757686,11,3847.164401
-11.182667,1,3847.214701
-104.669883,8,3847.780759
-50.047099,3,3847.92841
-33.68938,2,3848.063024
-88.99825,10,3848.639615
-31.828552,2,3848.756009
-69.472584,4,3848.947398
-77.041704,5,3849.246132
-11.685744,1,3849.294969
-83.283237,8,3849.708099
-42.765905,2,3849.806091
-20.068079,3,3849.958967
-14.001966,1,3850.00957
-3.116031,1,3850.058492
-10.286019,1,3850.108566
-75.177808,5,3850.362442
-50.96169,4,3850.636578
-113.46493,13,3851.467522
-97.437227,5,3851.722078
-8.941657,1,3851.770998
-34.380965,4,3851.98627
-38.772954,7,3852.387839
-43.703622,8,3852.861785
-77.952948,4,3853.080188
-111.041441,9,3853.549804
-118.934279,12,3854.400199
-43.025721,2,3854.516923
-55.784716,8,3854.913224
-113.043176,7,3855.371344
-96.015665,5,3855.641485
-57.073096,7,3856.051301
-1.727699,1,3856.122303
-129.575511,6,3856.48223
-79.253978,5,3856.745792
-58.030274,4,3856.941093
-74.173543,4,3857.119202
-30.023088,2,3857.201848
-79.101106,5,3857.4568
-18.61336,1,3857.52314
-39.845939,2,3857.618984
-124.621675,7,3858.09752
-13.311962,2,3858.23523
-44.986763,2,3858.334673
-110.109348,10,3858.954002
-72.467712,9,3859.527803
-113.288914,10,3860.177326
-27.615875,2,3860.322245
-39.461412,2,3860.484378
-18.735627,1,3860.551991
-19.693725,2,3860.727621
-19.26294,1,3860.795905
-86.290607,5,3861.044652
-18.347721,1,3861.093289
-125.199777,10,3861.713887
-88.059424,4,3861.929684
-19.45787,1,3861.989859
-65.107745,10,3862.691089
-10.940959,1,3862.740279
-18.084112,1,3862.805486
-84.927779,4,3863.010104
-41.993827,2,3863.152613
-11.916621,2,3863.23176
-38.835391,2,3863.331416
-99.376961,6,3863.714009
-20.672059,1,3863.762947
-33.537496,3,3863.893111
-64.489061,3,3864.061009
-43.379525,2,3864.141834
-29.33781,4,3864.36868
-43.914965,4,3864.592674
-10.434861,3,3864.794155
-21.150447,1,3864.824794
-7.82977,1,3864.873597
-26.729877,3,3865.026282
-7.115354,1,3865.094753
-29.921342,5,3865.482752
-17.986131,1,3865.532243
-20.343907,4,3865.694734
-37.706753,2,3865.77658
-62.178547,3,3865.922458
-64.07579,3,3866.084859
-17.144159,1,3866.134315
-38.165965,2,3866.25127
-13.215529,1,3866.319643
-70.970365,4,3866.591962
-38.903174,2,3866.728238
-86.911313,4,3867.00252
-38.517805,2,3867.102755
-67.078928,4,3867.308414
-101.84515,10,3868.005748
-81.608955,4,3868.274771
-6.300024,1,3868.320944
-43.280364,2,3868.418534
-100.901291,5,3868.671818
-29.792311,2,3868.80976
-41.909707,3,3868.959656
-13.937636,5,3869.206134
-16.031752,1,3869.273567
-30.77378,7,3869.66723
-12.368426,4,3869.867044
-38.003481,2,3869.964377
-65.158662,4,3870.157832
-124.795311,6,3870.491536
-13.453753,1,3870.559481
-21.510346,4,3870.815197
-83.385585,5,3871.213624
-19.606956,5,3871.459993
-69.468203,5,3871.71208
-160.377661,11,3872.483623
-11.492311,4,3872.702257
-49.182565,9,3873.171828
-21.906856,6,3873.550193
-14.227088,1,3873.598179
-24.321857,4,3873.815476
-18.587919,4,3874.033434
-132.058748,7,3874.387897
-68.954843,11,3874.988029
-93.33847,8,3875.389684
-50.081538,3,3875.544128
-19.243896,1,3875.594175
-58.153482,3,3875.777194
-33.154797,3,3875.927901
-8.910052,1,3875.996535
-65.389804,4,3876.195347
-52.238214,6,3876.508732
-60.164791,3,3876.710609
-34.083612,2,3876.847559
-44.428646,2,3876.966066
-133.218679,10,3877.566887
-14.578241,1,3877.632877
-21.000968,1,3877.698819
-31.969818,3,3877.917604
-18.761324,1,3877.982739
-84.236115,4,3878.177349
-60.315275,3,3878.3635
-65.999152,12,3878.969298
-25.795597,2,3879.120508
-109.149693,5,3879.383894
-88.386852,7,3879.730221
-55.364209,4,3879.983441
-41.637126,2,3880.099818
-169.867367,13,3880.895563
-186.950901,18,3881.976418
-3.375912,1,3882.024904
-162.201317,8,3882.472175
-9.668747,4,3882.663997
-34.441053,3,3882.850041
-16.70057,1,3882.899679
-41.784774,6,3883.241553
-19.217556,1,3883.289445
-71.55345,4,3883.502676
-36.314099,3,3883.700145
-71.575742,9,3884.221203
-77.722173,4,3884.452821
-163.500929,8,3884.866472
-14.15193,1,3884.916881
-36.960229,2,3885.033412
-48.863549,7,3885.447029
-45.156981,4,3885.650599
-7.833788,1,3885.700878
-16.884911,1,3885.766955
-13.740555,1,3885.8334
-5.256596,1,3885.882758
-125.030594,6,3886.286581
-82.336135,8,3886.832443
-57.78547,3,3886.980445
-9.29254,2,3887.113475
-45.07939,7,3887.46834
-76.609855,4,3887.712817
-11.44855,1,3887.761156
-38.577089,3,3887.937723
-31.251257,3,3888.08329
-10.421617,1,3888.113956
-64.481471,3,3888.316231
-32.813227,2,3888.414585
-61.543891,3,3888.612492
-33.022959,6,3888.922733
-65.799111,7,3889.319298
-21.238586,1,3889.389407
-170.417826,14,3890.284772
-53.250773,4,3890.536899
-33.471021,4,3890.713898
-64.780406,3,3890.859402
-21.038404,6,3891.202573
-39.998999,2,3891.319878
-69.5962,11,3891.917246
-32.818675,2,3892.016241
-35.916338,2,3892.153232
-35.115863,2,3892.269193
-17.778595,5,3892.500102
-86.652748,13,3893.295968
-69.215721,4,3893.525562
-43.112176,2,3893.621886
-103.765328,10,3894.210603
-20.991607,1,3894.2594
-33.330845,2,3894.356181
-10.391427,3,3894.49976
-14.505717,1,3894.585366
-91.120087,9,3895.175797
-44.420985,4,3895.433761
-25.786398,2,3895.494141
-31.087352,3,3895.690333
-167.412896,9,3896.177619
-42.295674,2,3896.274918
-105.197908,6,3896.672342
-60.126754,8,3897.123996
-99.2387,7,3897.468248
-108.742736,5,3897.79214
-20.386282,1,3897.841061
-20.84521,1,3897.872032
-32.133261,5,3898.264549
-77.017834,4,3898.456017
-33.684094,2,3898.60564
-26.838218,6,3898.946374
-88.681741,5,3899.19406
-7.399749,2,3899.30705
-31.101378,8,3899.786159
-97.999087,6,3900.177153
-20.157234,2,3900.306902
-38.580432,2,3900.398941
-97.49761,6,3900.696664
-167.131358,9,3901.18844
-118.803788,18,3902.24039
-49.624119,3,3902.378417
-39.575953,6,3902.700545
-72.599015,5,3903.018797
-22.624627,3,3903.18116
-19.775687,1,3903.247545
-83.321521,7,3903.617555
-62.683732,8,3904.037021
-136.468058,6,3904.399678
-19.369377,1,3904.444901
-75.473345,4,3904.705496
-37.55246,2,3904.801754
-41.812282,3,3904.946448
-83.702155,12,3905.555634
-19.041768,1,3905.622337
-40.353309,2,3905.7001
-117.23726,9,3906.30445
-17.552451,1,3906.370445
-33.987352,2,3906.483191
-18.393093,3,3906.678161
-14.789092,2,3906.757388
-28.181921,7,3907.163948
-61.85331,8,3907.597783
-14.735055,3,3907.742784
-61.639877,9,3908.339616
-29.725215,2,3908.440077
-19.229298,1,3908.489719
-60.241613,3,3908.655345
-81.353044,7,3909.060283
-35.543452,2,3909.211
-13.623608,3,3909.421857
-51.09447,8,3909.880263
-45.901487,4,3910.129826
-20.056766,1,3910.19679
-137.13191,9,3910.80229
-77.916864,6,3911.120787
-74.650567,6,3911.504055
-14.91147,1,3911.552522
-103.055249,10,3912.091313
-17.868519,1,3912.141186
-7.4657,4,3912.38116
-41.021803,2,3912.47359
-95.987719,5,3912.706757
-126.477751,12,3913.400774
-30.261262,2,3913.530017
-33.214887,2,3913.662465
-196.714197,12,3914.408506
-67.175833,4,3914.601713
-10.611857,1,3914.649204
-42.232828,2,3914.74435
-37.219387,6,3915.065131
-85.169772,4,3915.35478
-20.366243,6,3915.649929
-54.738206,5,3915.964933
-70.592576,12,3916.660181
-108.079055,5,3916.916983
-102.645099,6,3917.281471
-84.735684,5,3917.55804
-26.738067,2,3917.668572
-75.865539,7,3918.047573
-38.731053,8,3918.51273
-17.283272,1,3918.577843
-28.347639,2,3918.675274
-21.41969,5,3918.952085
-21.156437,2,3919.050195
-119.202124,6,3919.334412
-17.348482,2,3919.428434
-102.647966,10,3919.961041
-42.740911,2,3920.053297
-21.368003,1,3920.105293
-30.297162,3,3920.26006
-18.095896,1,3920.309535
-29.174514,3,3920.458676
-14.270077,3,3920.603177
-141.000437,13,3921.407552
-21.464122,2,3921.540098
-36.805425,4,3921.781729
-40.722369,4,3921.9899
-37.733085,6,3922.326231
-44.369601,4,3922.52097
-64.833427,3,3922.631956
-92.782801,6,3923.037559
-173.048698,19,3924.178611
-179.086252,9,3924.715772
-37.616643,2,3924.845468
-117.849773,10,3925.38437
-86.874174,5,3925.618295
-13.212941,1,3925.667059
-382.089088,832,3967.000908
-48.388607,6,3967.437016
-112.425102,10,3968.019505
-32.579953,2,3968.153604
-2.989375,1,3968.203333
-95.807896,13,3969.040277
-18.26195,1,3969.103367
-88.299751,5,3969.394621
-161.086727,8,3969.879417
-54.87406,7,3970.277531
-111.196555,8,3970.720135
-12.496381,1,3970.808105
-18.756965,1,3970.860729
-80.996396,5,3971.238189
-106.084102,5,3971.555833
-74.3717,8,3971.99534
-25.908537,7,3972.346886
-40.307567,6,3972.67839
-101.051975,5,3972.91266
-20.376183,2,3973.013414
-127.618264,6,3973.358773
-69.192013,5,3973.636308
-44.668956,10,3974.30518
-109.653239,13,3974.999349
-62.299467,9,3975.473214
-68.052075,7,3975.852188
-40.058109,2,3975.981149
-43.206194,3,3976.165496
-15.564337,2,3976.313884
-2.994628,2,3976.409511
-18.893268,2,3976.471473
-102.472661,5,3976.726915
-35.719416,6,3977.014251
-30.401633,2,3977.111928
-12.964718,4,3977.304839
-91.011799,15,3978.048308
-8.141754,1,3978.113731
-3.640883,4,3978.380619
-19.149935,1,3978.464745
-29.106636,5,3978.79499
-163.910687,12,3979.608932
-80.094641,5,3979.869876
-85.698341,4,3980.063477
-29.637756,2,3980.163828
-19.626419,1,3980.213522
-49.593849,3,3980.400278
-32.68603,2,3980.539312
-21.793894,2,3980.674866
-99.678736,5,3980.91286
-86.314592,6,3981.225701
-15.578227,1,3981.275162
-120.832353,12,3981.962931
-68.673391,7,3982.311567
-107.878754,5,3982.596388
-11.688921,2,3982.694772
-48.350281,9,3983.219838
-19.613022,1,3983.285482
-36.485084,2,3983.420183
-154.557467,9,3983.918239
-115.556893,11,3984.55484
-47.746761,3,3984.769737
-46.443191,3,3984.971493
-118.577247,6,3985.274312
-89.589732,5,3985.513907
-8.867292,3,3985.640104
-29.94238,5,3985.936689
-75.852462,7,3986.314283
-13.214958,1,3986.361167
-5.534893,1,3986.410155
-50.70656,10,3986.913928
-38.702999,3,3987.070085
-43.702158,6,3987.490747
-46.272745,3,3987.681392
-9.379267,1,3987.729919
-33.480956,6,3988.056385
-146.634306,13,3988.854804
-113.502295,12,3989.457896
-59.477046,3,3989.633032
-26.476506,2,3989.761253
-28.488483,2,3989.888468
-50.592287,10,3990.541413
-53.240064,5,3990.765288
-16.086994,2,3990.865135
-34.626647,2,3991.002354
-38.188037,3,3991.148051
-49.441977,6,3991.437655
-84.651858,4,3991.624956
-29.041218,6,3992.031951
-20.599917,1,3992.098686
-33.414148,2,3992.196807
-81.844971,4,3992.436659
-44.243802,5,3992.743675
-16.149235,1,3992.791881
-17.258647,1,3992.85462
-75.434501,7,3993.309738
-24.074085,3,3993.502243
-15.517274,1,3993.549511
-53.844553,3,3993.77067
-150.83616,9,3994.360273
-43.302376,2,3994.495311
-21.043085,1,3994.525898
-40.661232,2,3994.621053
-16.676401,1,3994.669032
-65.807629,8,3995.080632
-19.5297,1,3995.129806
-44.580388,5,3995.470508
-49.619972,8,3995.864087
-33.22512,2,3996.033525
-20.411818,1,3996.100332
-30.757094,19,3996.891697
-53.036534,4,3997.087704
-21.433896,1,3997.119227
-94.551013,6,3997.473836
-44.278965,3,3997.61733
-74.184308,5,3997.9102
-150.232101,7,3998.273482
-77.632193,4,3998.522106
-54.990639,5,3998.768311
-121.773813,6,3999.068902
-89.202648,5,3999.331482
-43.660709,8,3999.807636
-20.862863,1,3999.883262
-104.82951,7,4000.349265
-56.631013,6,4000.662772
-41.48354,2,4000.740765
-12.228404,5,4000.979422
-30.472958,6,4001.299028
-10.635322,3,4001.440192
-9.480041,2,4001.553638
-45.190774,3,4001.7139
-141.038679,15,4002.686379
-25.817228,2,4002.819623
-34.214258,2,4002.95927
-49.084315,8,4003.502482
-30.499608,4,4003.697818
-42.769998,8,4004.151493
-63.583631,8,4004.61915
-34.342693,2,4004.697986
-19.228537,1,4004.763738
-11.959312,5,4005.009744
-3.568097,2,4005.103401
-132.005404,18,4006.257809
-85.658121,10,4006.852275
-14.496295,1,4006.902576
-146.819747,7,4007.320355
-54.796388,4,4007.535403
-13.97627,11,4008.034899
-109.817853,9,4008.662942
-34.542447,2,4008.76165
-119.955077,6,4009.112921
-45.57432,5,4009.356459
-71.121315,8,4009.817856
-21.500959,1,4009.86486
-76.941833,12,4010.540206
-66.624258,12,4011.132665
-39.840911,2,4011.237551
-112.937434,6,4011.584655
-30.071863,4,4011.76806
-59.307364,10,4012.479967
-53.473755,5,4012.743526
-118.052439,6,4013.12325
-20.230619,1,4013.190371
-24.802995,2,4013.369445
-17.345534,1,4013.421551
-7.463526,2,4013.517032
-50.639013,8,4013.953324
-76.637999,5,4014.194697
-16.331697,1,4014.241831
-67.033543,4,4014.451423
-14.85061,1,4014.482626
-16.223575,1,4014.530897
-163.71981,11,4015.208266
-91.617721,7,4015.547656
-59.630622,3,4015.674659
-134.326394,8,4016.100506
-57.22448,3,4016.264431
-17.418305,3,4016.386671
-12.284835,5,4016.62986
-21.736248,2,4016.725388
-86.228248,4,4016.918042
-3.860489,2,4017.010277
-108.266215,5,4017.287857
-37.735257,2,4017.418078
-158.817006,18,4018.510966
-18.880984,1,4018.575293
-78.775894,4,4018.786788
-7.445181,2,4018.883557
-40.798805,4,4019.079202
-21.273681,2,4019.21106
-126.450015,7,4019.589833
-50.117569,5,4019.831552
-84.454631,10,4020.420216
-104.781437,5,4020.644132
-82.158543,4,4020.871718
-14.430823,2,4020.973683
-70.705069,11,4021.638805
-20.543441,1,4021.68727
-23.586901,2,4021.781102
-20.173379,5,4022.040107
-78.056944,4,4022.292611
-81.224376,4,4022.487429
-105.310195,7,4022.859931
-91.564114,9,4023.386116
-34.960902,5,4023.735698
-49.557012,7,4024.114594
-19.764627,1,4024.164331
-90.024976,6,4024.556257
-37.736329,7,4024.923313
-11.928641,3,4025.068938
-41.661958,5,4025.311102
-21.170243,1,4025.357152
-12.376628,1,4025.428506
-83.058581,8,4025.97078
-111.328134,6,4026.307806
-26.826186,2,4026.388999
-25.578164,3,4026.539309
-68.084105,5,4026.790504
-64.718008,5,4027.04577
-89.384999,10,4027.576862
-32.096269,8,4028.074898
-60.855069,8,4028.553206
-53.307772,3,4028.800868
-21.402099,1,4028.867031
-44.263688,3,4029.008193
-16.874621,1,4029.054661
-92.281853,6,4029.366456
-87.208079,4,4029.651173
-145.857367,7,4030.067383
-12.366668,1,4030.115894
-46.269152,4,4030.311069
-21.554796,7,4030.672087
-96.40545,5,4030.947643
-6.002709,1,4030.981158
-114.27995,8,4031.373849
-73.13981,10,4031.945108
-12.558199,1,4032.010333
-82.736521,9,4032.642037
-63.422513,3,4032.790913
-183.874143,15,4033.576047
-17.655861,5,4033.832791
-70.078361,4,4034.09673
-39.449602,4,4034.333634
-36.039997,2,4034.443385
-6.653982,2,4034.557681
-5.114526,1,4034.589296
-99.761411,8,4035.137536
-115.357146,8,4035.688817
-6.713774,1,4035.736124
-20.545106,1,4035.767544
-57.499891,8,4036.21643
-91.40287,5,4036.496538
-76.952052,5,4036.738813
-78.799516,12,4037.468181
-48.630649,3,4037.610319
-81.34847,4,4037.802559
-33.733066,8,4038.245781
-20.099545,1,4038.311068
-21.205707,1,4038.34264
-12.876606,1,4038.390668
-20.899789,1,4038.420313
-84.496753,6,4038.749276
-24.093871,2,4038.881414
-63.765039,3,4039.048339
-29.323062,2,4039.192921
-41.260077,4,4039.390315
-52.749395,5,4039.631786
-43.768197,3,4039.756643
-7.095444,1,4039.823324
-68.431359,3,4039.982773
-23.577682,3,4040.157043
-21.928514,2,4040.253102
-99.351887,10,4040.886116
-6.548749,4,4041.074999
-56.008216,3,4041.220582
-86.202905,5,4041.544688
-23.703129,4,4041.806517
-26.555671,2,4041.925364
-20.429131,5,4042.171109
-4.817546,1,4042.21856
-32.142528,2,4042.351395
-14.821226,1,4042.416495
-61.101364,3,4042.558197
-40.930165,2,4042.652884
-14.958786,1,4042.700365
-64.398616,3,4042.826469
-5.035886,2,4042.923779
-77.583144,4,4043.095817
-26.278461,4,4043.323195
-39.434319,2,4043.458766
-44.842848,3,4043.599942
-22.441305,1,4043.66476
-32.297939,5,4043.927178
-22.146901,3,4044.058082
-83.085476,7,4044.46566
-34.15405,8,4044.888306
-73.667777,5,4045.183438
-24.087189,2,4045.280622
-65.475256,10,4045.75858
-91.099126,6,4046.082454
-35.750382,2,4046.175522
-126.702295,12,4046.926981
-49.100813,10,4047.415298
-11.864541,1,4047.462899
-42.660812,5,4047.733828
-52.649819,5,4047.986177
-10.542566,2,4048.121624
-59.067341,7,4048.532909
-24.445208,2,4048.630363
-59.419059,4,4048.824608
-104.046466,6,4049.134897
-67.331631,4,4049.366323
-43.877859,4,4049.64694
-12.106683,1,4049.714095
-58.09736,7,4050.109683
-31.631977,3,4050.26031
-62.751016,4,4050.478491
-54.686865,3,4050.646323
-10.926299,1,4050.730351
-148.025416,7,4051.138067
-100.695451,11,4051.789324
-21.939635,1,4051.838377
-77.300061,4,4052.068392
-1.619328,1,4052.118305
-19.573842,1,4052.186116
-20.273852,2,4052.31885
-26.565112,7,4052.791908
-78.065265,12,4053.380931
-6.205497,2,4053.516603
-55.331628,3,4053.680846
-117.57732,8,4054.117871
-13.582273,5,4054.399844
-138.058506,7,4054.812455
-20.364109,5,4055.062519
-55.839315,7,4055.451613
-40.601544,2,4055.587378
-18.017263,1,4055.63542
-13.734473,4,4055.829146
-24.781934,7,4056.177701
-28.028878,3,4056.379818
-52.24761,3,4056.546561
-30.062035,5,4056.796676
-18.713571,1,4056.864232
-45.989571,12,4057.460898
-170.084968,9,4057.900981
-56.394195,3,4058.087571
-75.040508,4,4058.283266
-42.816032,2,4058.403215
-51.253794,6,4058.746585
-21.522085,1,4058.793414
-11.60668,4,4059.017641
-33.754523,5,4059.256782
-64.546971,6,4059.666875
-78.767336,4,4059.858908
-100.859262,5,4060.10454
